StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,check_outcome_1_1,check_outcome_2_1,check_opport_2-1_1,check_opport_2-2_1,fairineq_low_1,fairineq_low_2,fairineq_high_1,fairineq_high_2,unfair_fair_1_1,unfair_fair_2_1,important_factors_1_1,important_factors_1_2,important_factors_1_3,important_factors_1_4,important_factors_2_1,important_factors_2_2,important_factors_2_3,important_factors_2_4,check1,art_inf1,art_inf2,art_pers1,art_pers2,income_UK,educ_UK,age,gender,race,pol,citizen,feedback,SC0,RandomCompletionCode,PROLIFIC_PID,STUDY_ID,SESSION_ID,FL_29_DO,FL_11_DO,FL_13_DO,conditions_DO,manipulationcheck1_DO,manipulationcheck2-2_DO,fairness_DO,opportunity_DO,article_informative_DO,article_persuasive_DO
2026-02-12 05:31:51,2026-02-12 05:34:21,IP Address,100,150,True,2026-02-12 05:34:21,R_8JL6ZPf5tx5MWlE,anonymous,EN,1,Accept,,"Large
(10)",,(7),,,150,65,(7),,Very Important,Very Important,Essential,Essential,,,,,6,,Informative,Somewhat persuasive,,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,48,Male,White,Conservative,Yes,,9,2037044,5c747244f33ac60001b7a9e2,698dbd78f4d9d7f6273698f7,698dc83349182a603b275b89,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_fair_high,check_outcome_2,check_opport_2-2,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2026-02-12 05:31:11,2026-02-12 05:34:22,IP Address,100,190,True,2026-02-12 05:34:22,R_8P72D28UbRnNlMD,anonymous,EN,1,Accept,(8),,(3),,20,60,,,(2),,,,,,Very Important,Very Important,Very Important,Somewhat Important,6,,Somewhat uninformative,,Not Persuasive,"£20,001–£25,000",Secondary School (Completed),63,Male,White,Moderate,Yes,,,6707673,5f970ff3eff5040736b63117,698dbd78f4d9d7f6273698f7,698dc80a8b8a90aa35294849,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2026-02-12 05:29:11,2026-02-12 05:34:23,IP Address,100,311,True,2026-02-12 05:34:23,R_2Ov3yGKUGTUdAK1,anonymous,EN,0.800000011920929,Accept,(6),,,(3),60,20,,,,(5),Not Very Important,Essential,Very Important,Very Important,,,,,6,,Somewhat informative,Neither persuasive nor not persuasive,,"£35,001–£60,000",Secondary School (Completed),48,Female,White,Moderate,Yes,,7,8942106,59da67c8416c900001ea5b50,698dbd78f4d9d7f6273698f7,698dc78dfeea112a4f8927c6,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_persuasive|article_informative,T_unfair_low,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf2,art_pers1
2026-02-12 05:30:47,2026-02-12 05:34:24,IP Address,100,217,True,2026-02-12 05:34:24,R_8SiSYCpFUtgEWNo,anonymous,EN,0.8999999761581421,Accept,(9),,,(3),,,140,75,(2),,Very Important,Somewhat Important,Very Important,Somewhat Important,,,,,6,Informative,,,Persuasive,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,30,Male,White,Slightly Liberal,Yes,,7,6748582,58b99fcaf814e400015249bc,698dbd78f4d9d7f6273698f7,698dc6e2a3a36ae383146d21,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_unfair_high,check_outcome_1,check_opport_2-2,unfair_fair_1,important_factors_1,art_inf1,art_pers2
2026-02-12 05:30:31,2026-02-12 05:34:26,IP Address,100,234,True,2026-02-12 05:34:26,R_80IuclxfqY92xc1,anonymous,EN,1,Accept,(7),,(6),,45,35,,,,(4),Somewhat Important,Somewhat Important,Essential,Essential,,,,,6,,Informative,,Persuasive,"£25,001–£35,000",Bachelor’s degree or equivalent first degree,41,Male,White,Slightly Liberal,Yes,,7,4551882,5b47e287bc06c90001f8b67d,698dbd78f4d9d7f6273698f7,698dc7cd3513cefa4bd70921,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_persuasive|article_informative,T_fair_low,check_outcome_1,check_opport_2-1,unfair_fair_2,important_factors_1,art_inf2,art_pers2
2026-02-12 05:28:52,2026-02-12 05:34:26,IP Address,100,334,True,2026-02-12 05:34:26,R_2LOHY2lQ4zLB6kl,anonymous,EN,1,Accept,,(9),(3),,50,30,,,,(6),,,,,Very Important,Very Important,Somewhat Important,Somewhat Important,6,Informative,,Persuasive,,"£90,001–£130,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",44,Male,White,Liberal,Yes,,,6532793,63e52c5f3f35059ca0272e19,698dbd78f4d9d7f6273698f7,698dc77c1a97010eb82b74d6,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_unfair_low,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf1,art_pers1
2026-02-12 05:29:58,2026-02-12 05:34:32,IP Address,100,274,True,2026-02-12 05:34:32,R_8J1cBPREnBWF1NT,anonymous,EN,1,Accept,,"Large
(10)",,(4),,,155,60,(9),,,,,,Very Important,Essential,Very Important,Very Important,6,Informative,,,Persuasive,"£25,001–£35,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",35,Prefer not to say,White,Moderate,Yes,,,2589766,5dcb2bb4ae3b3b814b5fe27d,698dbd78f4d9d7f6273698f7,698dc76eb3b6679ddd6e61db,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_informative|article_persuasive,T_unfair_high,check_outcome_2,check_opport_2-2,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2026-02-12 05:31:05,2026-02-12 05:34:32,IP Address,100,207,True,2026-02-12 05:34:32,R_28XOXnuNBCS6elj,anonymous,EN,1,Accept,,"Large
(10)",,(6),,,180,35,(4),,Somewhat Important,Somewhat Important,Essential,Essential,,,,,6,,Somewhat informative,Somewhat unpersuasive,,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,33,Female,White,Slightly Conservative,Yes,,7,2254821,63469da3cef76cc5b3523b97,698dbd78f4d9d7f6273698f7,698dc80481ff57a04751b716,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_fair_high,check_outcome_2,check_opport_2-2,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2026-02-12 05:28:00,2026-02-12 05:34:32,IP Address,100,391,True,2026-02-12 05:34:32,R_20rbmOINyAK6hDk,anonymous,EN,1,Accept,,(9),(3),,,,115,100,(2),,Very Important,Very Important,Somewhat Important,Somewhat Important,,,,,6,,Informative,Somewhat persuasive,,"£10,001–£15,000",Bachelor’s degree or equivalent first degree,50,Female,White,Liberal,Yes,"I dont understand how the population can be divided into two income groups, one low and the other much higher with nothing in between. Even if those are averages there must have been a arbitrary choice about where to make the division,because the reality is a range of incomes. ",8,1146464,60bbdb37286980cc3ba6f309,698dbd78f4d9d7f6273698f7,698dc74534601d8591ffcb68,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_informative|article_persuasive,T_unfair_high,check_outcome_2,check_opport_2-1,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2026-02-12 05:28:42,2026-02-12 05:34:32,IP Address,100,350,True,2026-02-12 05:34:32,R_23qYK9QLvRJwh3g,anonymous,EN,1,Accept,"Large
(10)",,(5),,50,30,,,,"Unfair
(1)",Not at all Important,Not at all Important,Essential,Essential,,,,,6,Somewhat informative,,Neither persuasive nor not persuasive,,"£10,001–£15,000",Post-secondary Vocational or Technical Training,44,Female,White,Moderate,Yes,,3,9146070,670bd903349d5d24bc92dcb0,698dbd78f4d9d7f6273698f7,698dc7720d5e79f06689e84c,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,check_outcome_1,check_opport_2-1,unfair_fair_2,important_factors_1,art_inf1,art_pers1
2026-02-12 05:24:05,2026-02-12 05:34:32,IP Address,100,627,True,2026-02-12 05:34:33,R_8TLWkHWHGfB2eEB,anonymous,EN,1,Accept,(8),,,(7),50,30,,,,(5),Very Important,Very Important,Essential,Essential,,,,,6,Informative,,Somewhat persuasive,,"£35,001–£60,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",52,Female,Asian,Moderate,Yes,very interesting study.,9,8284886,647f87dfe5161fce9adc1b97,698dbd78f4d9d7f6273698f7,698dc659afe7c145557c63dc,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf1,art_pers1
2026-02-12 05:32:19,2026-02-12 05:34:33,IP Address,100,134,True,2026-02-12 05:34:34,R_8dmqLElCPVaQsmJ,anonymous,EN,1,Accept,,(8),,(4),50,30,,,,(4),,,,,Somewhat Important,Very Important,Very Important,Very Important,6,Somewhat informative,,,Somewhat persuasive,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,26,Female,White,Slightly Liberal,Yes,,,2323819,60ca4f2a47277c62b6603105,698dbd78f4d9d7f6273698f7,698dc82969f0c12851c4ab92,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf1,art_pers2
2026-02-12 05:30:24,2026-02-12 05:34:35,IP Address,100,250,True,2026-02-12 05:34:35,R_8OSlofSvECutfnb,anonymous,EN,1,Accept,,"Large
(10)",,(3),,,115,100,,(2),Very Important,Very Important,Essential,Very Important,,,,,6,,Informative,,Neither persuasive nor not persuasive,"£25,001–£35,000",Post-secondary Vocational or Technical Training,43,Male,White,Liberal,Yes,No,9,6644542,6776f83f127eca7d9982f243,698dbd78f4d9d7f6273698f7,698dc7d51d436b3368804678,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf2,art_pers2
2026-02-12 05:31:51,2026-02-12 05:34:36,IP Address,100,164,True,2026-02-12 05:34:36,R_2midhULauzIJaAV,anonymous,EN,1,Accept,,"Large
(10)",,"Unlikely
(1)",,,108,107,,(2),,,,,Essential,Essential,Very Important,Very Important,6,,Informative,Persuasive,,"£60,001–£90,000",Post-secondary Vocational or Technical Training,44,Female,White,Conservative,Yes,,,1197404,5efa33c4e9f4160ffd817db9,698dbd78f4d9d7f6273698f7,698dc8331f00282cb4359861,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_persuasive|article_informative,T_unfair_high,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf2,art_pers1
2026-02-12 05:30:59,2026-02-12 05:34:36,IP Address,100,216,True,2026-02-12 05:34:37,R_2akk4IaGGV92VVC,anonymous,EN,1,Accept,(6),,,(8),,,190,25,(5),,Somewhat Important,Somewhat Important,Essential,Essential,,,,,6,,Somewhat informative,Neither persuasive nor not persuasive,,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,49,Female,White,Slightly Liberal,Yes,,7,4956428,668d833768086eaaa243c0ed,698dbd78f4d9d7f6273698f7,698dc7fbcd253c32f46ce32c,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,check_outcome_1,check_opport_2-2,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2026-02-12 05:30:15,2026-02-12 05:34:37,IP Address,100,261,True,2026-02-12 05:34:38,R_8ClJPVooIAolIDc,anonymous,EN,1,Accept,,(8),,(4),,,125,90,,(5),Somewhat Important,Not Very Important,Very Important,Very Important,,,,,6,Somewhat informative,,Somewhat persuasive,,"£25,001–£35,000",Post-secondary Academic Qualification (Did not Complete Degree),57,Female,White,Slightly Conservative,Yes,,5,4222632,60a8fe072e5aace42a34564c,698dbd78f4d9d7f6273698f7,698dc7d27b9ee8dc00296258,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_unfair_high,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf1,art_pers1
2026-02-12 05:30:52,2026-02-12 05:34:37,IP Address,100,225,True,2026-02-12 05:34:38,R_2FlhaxaKkhmojLe,anonymous,EN,1,Accept,(8),,,"Unlikely
(1)",,,150,65,(3),,,,,,Very Important,Very Important,Somewhat Important,Very Important,6,Informative,,Persuasive,,"£60,001–£90,000",Post-secondary Vocational or Technical Training,42,Male,White,Slightly Conservative,Yes,,,5256294,67407c617ee8b91996aed6ae,698dbd78f4d9d7f6273698f7,698dc7f4a8b25d98094658fb,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_fair_high,check_outcome_1,check_opport_2-2,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2026-02-12 05:28:41,2026-02-12 05:34:38,IP Address,100,356,True,2026-02-12 05:34:38,R_2TAdFWA8KR1Dy5r,anonymous,EN,0.8999999761581421,Accept,"Large
(10)",,,"Likely
(10)",,,155,60,,(7),,,,,Very Important,Not Very Important,Essential,Very Important,6,,Informative,,Not Persuasive,"£130,001 or more",Bachelor’s degree or equivalent first degree,27,Female,Multiracial / Mixed race,Liberal,Yes,,,4226273,5f4fd0b347e7990f62dbfff6,698dbd78f4d9d7f6273698f7,698dc776ea67c062f20559da,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf2,art_pers2
2026-02-12 05:28:22,2026-02-12 05:34:39,IP Address,100,377,True,2026-02-12 05:34:40,R_2GiZSe4ULsGPms5,anonymous,EN,1,Accept,"Large
(10)",,,(3),,,160,55,"Unfair
(1)",,,,,,Essential,Very Important,Very Important,Very Important,6,,Informative,Extremely persuasive,,"£25,001–£35,000",Post-secondary Vocational or Technical Training,33,Male,White,Slightly Liberal,Yes,The gap between the rich and the poor in the UK is notlw the UK's biggest failure in my honest opinion.,,4633301,62d74d71b0066f8989cf9508,698dbd78f4d9d7f6273698f7,698dc56b6d0df2a49055fb06,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_persuasive|article_informative,T_unfair_high,check_outcome_1,check_opport_2-2,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2026-02-12 05:28:49,2026-02-12 05:34:41,IP Address,100,351,True,2026-02-12 05:34:41,R_8iO3EVhxCGdOFTB,anonymous,EN,1,Accept,(8),,,(5),,,140,75,(2),,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,,,,,6,,Somewhat informative,,Somewhat persuasive,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,34,Male,White,Extremely Liberal,Yes,no issues,7,2057856,6007421356226920359b5f3e,698dbd78f4d9d7f6273698f7,698dc77c0928aa2f1898305c,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,check_outcome_1,check_opport_2-2,unfair_fair_1,important_factors_1,art_inf2,art_pers2
2026-02-12 05:31:33,2026-02-12 05:34:41,IP Address,100,187,True,2026-02-12 05:34:41,R_8kI0gCg8B2KLjwy,anonymous,EN,1,Accept,(9),,,(3),,,150,65,(4),,,,,,Very Important,Very Important,Very Important,Essential,6,Informative,,Somewhat unpersuasive,,"£60,001–£90,000",,36,Male,White,Slightly Conservative,Yes,,,7048153,67629986c6e5e88e4bc23efb,698dbd78f4d9d7f6273698f7,698dc81f19b1986b3bfb5c21,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_informative|article_persuasive,T_unfair_high,check_outcome_1,check_opport_2-2,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2026-02-12 05:28:05,2026-02-12 05:34:41,IP Address,100,396,True,2026-02-12 05:34:42,R_8gUBI8CaDx5jQ5w,anonymous,EN,1,Accept,,"Large
(10)",,(9),60,20,,,,(5),Not at all Important,Very Important,Essential,Essential,,,,,6,Somewhat informative,,Neither persuasive nor not persuasive,,"£35,001–£60,000",Secondary School (Completed),72,Female,White,Slightly Conservative,Yes,"If one works hard one can achieve many things.  Sadly we have a nation of lazy people ",6,8533218,5b7d4bd487d85f0001ba8b6e,698dbd78f4d9d7f6273698f7,698dc74f405f2373c1c9030c,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf1,art_pers1
2026-02-12 05:32:03,2026-02-12 05:34:43,IP Address,100,159,True,2026-02-12 05:34:43,R_8Y2R6On04yC8VKP,anonymous,EN,1,Accept,,(6),,"Unlikely
(1)",,,150,65,(3),,Essential,Essential,Not at all Important,Essential,,,,,6,Informative,,,Neither persuasive nor not persuasive,"£10,000 or less",Less than Secondary School,55,Female,Black or African,Extremely Liberal,Yes,,10,4550850,65af6825dc5ec1a8d28d4183,698dbd78f4d9d7f6273698f7,698dc83d6f4a20f4394c8a08,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_fair_high,check_outcome_2,check_opport_2-2,unfair_fair_1,important_factors_1,art_inf1,art_pers2
2026-02-12 05:32:17,2026-02-12 05:34:47,IP Address,100,150,True,2026-02-12 05:34:48,R_8jyaAf0ABPVTXAR,anonymous,EN,1,Accept,,(7),,(3),50,30,,,(5),,Very Important,Somewhat Important,Very Important,Very Important,,,,,6,Informative,,Neither persuasive nor not persuasive,,"£35,001–£60,000",Post-secondary Vocational or Technical Training,29,Male,White,Conservative,Yes,,7,8372926,5d4aebdd54ad1e001abee843,698dbd78f4d9d7f6273698f7,698dc84aa4c3b16dc8f095d9,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_persuasive|article_informative,T_fair_low,check_outcome_2,check_opport_2-2,unfair_fair_1,important_factors_1,art_inf1,art_pers1
2026-02-12 05:31:48,2026-02-12 05:34:49,IP Address,100,181,True,2026-02-12 05:34:49,R_8k5rMBv1cMchvUc,anonymous,EN,0.8999999761581421,Accept,(6),,(4),,50,30,,,(3),,,,,,Very Important,Somewhat Important,Very Important,Somewhat Important,6,Informative,,Somewhat persuasive,,"£35,001–£60,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",55,Female,Multiracial / Mixed race,Slightly Liberal,Yes,,,9433671,5c9224087a7067000190b119,698dbd78f4d9d7f6273698f7,698dc811f4f2c7e39490f94d,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2026-02-12 05:27:40,2026-02-12 05:34:50,IP Address,100,429,True,2026-02-12 05:34:50,R_87tlYqUatOXOYuZ,anonymous,EN,1,Accept,"Large
(10)",,,(4),,,145,70,(2),,,,,,Essential,Very Important,Somewhat Important,Somewhat Important,6,Extremely informative,,,Extremely persuasive,"£20,001–£25,000",Secondary School (Completed),45,Male,White,Moderate,Yes,,,3195330,573a34f614f69e000d7d670f,698dbd78f4d9d7f6273698f7,698dc7300f1f0dafbd43d9bc,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_informative|article_persuasive,T_unfair_high,check_outcome_1,check_opport_2-2,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2026-02-12 05:27:55,2026-02-12 05:34:50,IP Address,100,414,True,2026-02-12 05:34:50,R_2kgC33k4BmwxN9D,anonymous,EN,1,Accept,"Large
(10)",,(5),,,,175,40,(5),,,,,,Very Important,Somewhat Important,Essential,Essential,6,Somewhat informative,,,Neither persuasive nor not persuasive,"£35,001–£60,000",Secondary School (Completed),70,Male,White,Conservative,Yes,regardless of status the most important attributes are hard work/ambition and self belief,,5205515,5ea08689069d5305f6380c77,698dbd78f4d9d7f6273698f7,698dc746f3e8c922a2c66079,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2026-02-12 05:32:06,2026-02-12 05:34:53,IP Address,100,166,True,2026-02-12 05:34:53,R_2PbLcdkEJr2Ac8a,anonymous,EN,1,Accept,(7),,,(3),,,150,65,,(5),,,,,Very Important,Somewhat Important,Essential,Essential,6,Somewhat informative,,Somewhat persuasive,,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,47,Male,Asian,Slightly Conservative,Yes,,,3204341,62a1e021702679d27813a3e2,698dbd78f4d9d7f6273698f7,698dc7f5391a6d4aa6b925ed,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_persuasive|article_informative,T_unfair_high,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf1,art_pers1
2026-02-12 05:32:08,2026-02-12 05:34:58,IP Address,100,169,True,2026-02-12 05:34:59,R_2JknHCKPHA5WL9y,anonymous,EN,1,Accept,(7),,(3),,50,30,,,(4),,,,,,Very Important,Very Important,Very Important,Very Important,6,Informative,,Persuasive,,"£35,001–£60,000",Post-secondary Vocational or Technical Training,34,Male,White,Moderate,Yes,,,6565498,637e1c5a4cf3a6a0f0acd67c,698dbd78f4d9d7f6273698f7,698dc80544ca3b5329563090,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_persuasive|article_informative,T_unfair_low,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2026-02-12 05:29:00,2026-02-12 05:34:55,IP Address,100,355,True,2026-02-12 05:35:00,R_2DI2fGnLNj2HbWl,anonymous,EN,1,Accept,"Large
(10)",,,(5),,,105,110,,(5),,,,,Somewhat Important,Very Important,Very Important,Essential,6,Extremely informative,,Persuasive,,"£25,001–£35,000",Post-secondary Academic Qualification (Did not Complete Degree),58,Female,White,Conservative,Yes,,,4502704,59692f4467a8600001b714e1,698dbd78f4d9d7f6273698f7,698dc784afe7c145557c6408,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf1,art_pers1
2026-02-12 05:32:32,2026-02-12 05:35:00,IP Address,100,148,True,2026-02-12 05:35:01,R_2aJn79Nh6XFmejY,anonymous,EN,1,Accept,,(7),,(3),50,30,,,(3),,,,,,Very Important,Very Important,Essential,Very Important,6,,Extremely informative,,Extremely persuasive,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,26,Male,White,Slightly Liberal,Yes,NA,,4533198,5dd9a7ff98981d926df9ea18,698dbd78f4d9d7f6273698f7,698dc85c3c0cc06482c32d46,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_informative|article_persuasive,T_unfair_low,check_outcome_2,check_opport_2-2,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2026-02-12 05:23:58,2026-02-12 05:35:06,IP Address,100,667,True,2026-02-12 05:35:06,R_2KUtMDfnvPlV69i,anonymous,EN,0.800000011920929,Accept,,(7),,(5),50,30,,,,(5),,,,,Very Important,Essential,Very Important,Very Important,6,,Informative,Somewhat persuasive,,"£35,001–£60,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",30,Male,Black or African,Moderate,Yes,,,2046054,6772635d620fb499e8d268e6,698dbd78f4d9d7f6273698f7,698dc655a3a36ae383146d0a,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_fair_low,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf2,art_pers1
2026-02-12 05:27:51,2026-02-12 05:35:06,IP Address,100,434,True,2026-02-12 05:35:06,R_2gI5fZg7sd6oGXv,anonymous,EN,1,Accept,,(7),(5),,55,25,,,(3),,Somewhat Important,Somewhat Important,Very Important,Very Important,,,,,6,Informative,,Neither persuasive nor not persuasive,,"£90,001–£130,000",Bachelor’s degree or equivalent first degree,34,Male,White,Liberal,Yes,,6,9402297,5e56584b888eb7000a1acb2b,698dbd78f4d9d7f6273698f7,698dc744385fc0d8b1dea64b,manipulationcheck1|manipulationcheck2-2,fairinequality|fairness,article_persuasive|article_informative,T_fair_low,check_outcome_2,check_opport_2-1,unfair_fair_1,important_factors_1,art_inf1,art_pers1
2026-02-12 05:29:36,2026-02-12 05:35:07,IP Address,100,331,True,2026-02-12 05:35:08,R_210aMq2AGYtd2ct,anonymous,EN,0.800000011920929,Accept,"Large
(10)",,(3),,,,125,90,"Unfair
(1)",,Very Important,Somewhat Important,Somewhat Important,Essential,,,,,6,,Somewhat informative,Persuasive,,"£25,001–£35,000",Bachelor’s degree or equivalent first degree,62,Female,White,Moderate,Yes,,7,7528886,56cf683331a5bc000de1d20e,698dbd78f4d9d7f6273698f7,698dc7a461e35523191b86e5,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_unfair_high,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2026-02-12 05:33:24,2026-02-12 05:35:09,IP Address,100,104,True,2026-02-12 05:35:09,R_2XhWziGTAeqmxjb,anonymous,EN,1,Accept,(5),,,(4),50,30,,,,(7),Very Important,Somewhat Important,Essential,Essential,,,,,6,Neither informative nor not informative,,,Neither persuasive nor not persuasive,"£60,001–£90,000",Post-secondary Academic Qualification (Did not Complete Degree),57,Female,White,Conservative,Yes,,8,2260300,5ecd36302b4d3c05d4cc1ba2,698dbd78f4d9d7f6273698f7,698dc8908dcb6cb13e3aeac8,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,check_outcome_1,check_opport_2-2,unfair_fair_2,important_factors_1,art_inf1,art_pers2
2026-02-12 05:33:06,2026-02-12 05:35:17,IP Address,100,130,True,2026-02-12 05:35:17,R_2jU8E50BMYhBtuw,anonymous,EN,1,Accept,(8),,(7),,50,30,,,(5),,,,,,Somewhat Important,Not Very Important,Essential,Very Important,6,Informative,,Somewhat persuasive,,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,37,Female,White,Slightly Liberal,Yes,,,7480584,54b60d74fdf99b1ce0367ab5,698dbd78f4d9d7f6273698f7,698dc87e3c88d6e4efe71464,manipulationcheck2-2|manipulationcheck1,fairinequality|fairness,article_informative|article_persuasive,T_fair_low,check_outcome_1,check_opport_2-1,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2026-02-12 05:32:04,2026-02-12 05:35:17,IP Address,100,192,True,2026-02-12 05:35:18,R_2TMDYyj6Jw3EGHa,anonymous,EN,1,Accept,,(4),,(6),55,25,,,,(3),,,,,Very Important,Very Important,Essential,Very Important,6,Informative,,,Persuasive,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,35,Female,White,Slightly Liberal,Yes,,,5071782,5ea6f9f2064600098ec3de7d,698dbd78f4d9d7f6273698f7,698dc8361264f4933755fa91,manipulationcheck1|manipulationcheck2-2,fairness|fairinequality,article_persuasive|article_informative,T_unfair_low,check_outcome_2,check_opport_2-2,unfair_fair_2,important_factors_2,art_inf1,art_pers2
2026-02-12 05:30:23,2026-02-12 05:35:18,IP Address,100,294,True,2026-02-12 05:35:18,R_2frxfsnMbGo9jax,anonymous,EN,1,Accept,,(8),(2),,50,30,,,,"Unfair
(1)",,,,,Essential,Somewhat Important,Essential,Very Important,6,Somewhat informative,,Persuasive,,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,59,Male,White,Slightly Liberal,Yes,None thanks.,,4573058,6053e01a6a8e8516ba7d47a7,698dbd78f4d9d7f6273698f7,698dc7d84f831b8e4887ac4d,manipulationcheck2-2|manipulationcheck1,fairness|fairinequality,article_informative|article_persuasive,T_unfair_low,check_outcome_2,check_opport_2-1,unfair_fair_2,important_factors_2,art_inf1,art_pers1
